Feedback,Because when we compare characters the uppercase 'O' comes before the lowercase 'a'.,
NewQuestion,MC,
Title,,
QuestionText,8.2. Which of these is the correct way to invoke the lower method on a string called s?,
Points,1,
Difficulty,1,
Option,0,a) lower(s)
Option,0,b) string.lower(s)
Option,0,c) s.lower(string)
Option,100,d) s.lower()
Feedback,This is the correct syntax for invoking a method on an object.,
NewQuestion,MC,
Title,,
QuestionText,"8.3. If we use the search function in the re module, which of the following strings matches this pattern: r'ab?c$'?",
Points,1,
Difficulty,1,
Option,0,a) 'ab?c$'
Option,0,b) 'abcd'
Option,0,c) 'abbc'
Option,100,d) 'zac'
Feedback,"It's OK to have extra letters at the beginning, and the b is not required.",
NewQuestion,MC,
Title,,
QuestionText,"9.1. What is the value of t after running these statements?
t = [1, 2, 3]
t.pop(1)
t.append(2)
t.remove(3)",
Points,1,
Difficulty,1,
Option,0,"a) [2, 2]"
Option,0,"b) [1, 3]"
Option,0,"c) [1, 2, 3]"
Option,100,"d) [1, 2]"
Feedback,"t.pop(1) removes the second element, which is 2. t.append(2) adds 2 to the end of the list, and t.remove(3) removes 3.",
NewQuestion,MC,
Title,,
QuestionText,"9.2. What is the value of b after running these statements?
a = [1, 2, 3]
b = a
a.remove(2)",
Points,1,
Difficulty,1,
Option,0,"a) [1, 2]"
Option,0,"b) [1, 2, 3]"
Option,0,c) Runtime error
Option,100,"d) [1, 3]"
Feedback,"a and b refer to the same object, so when we modify a, the value of b also changes.",
NewQuestion,MC,
Title,,
QuestionText,"9.3. What can we say about two lists created like this:
a = [1, 2, 3]
b = [1, 2, 3]",
Points,1,
Difficulty,1,
Option,0,"a = [1, 2, 3]"
Option,0,"b = [1, 2, 3]"
Option,0,a) They are equivalent and identical.
Option,0,b) They are identical but not equivalent.
Option,0,c) They are not equivalent and not identical.
Option,100,d) They are equivalent but not identical.
Feedback,"a and b refer to lists with the same value, so they are equivalent, but they refer to different lists, so they are not identical.",
NewQuestion,MC,
Title,,
QuestionText,"10.1. What is the value of the dictionary d after these statements run?
d = {'a': 1, 'b': 2}
d['a'] = 3",
Points,1,
Difficulty,1,
Option,0,"a) {'a': 1, 'b': 2, 'a': 3}"
Option,0,"b) {'a': 1, 'b': 2}"
Option,0,c) These statements cause a runtime error
Option,100,"d) {'a': 3, 'b': 2}"
Feedback,The second assignment statement updates the value associated with the key 'a'.,
NewQuestion,MC,
Title,,
QuestionText,"10.2. What is the value of the dictionary d after running these statements?
d = {'a': 1, 'b': 2}
d['c'] += 1",
Points,1,
Difficulty,1,
Option,0,"a) {'a': 1, 'b': 2}"
Option,0,"b) {'a': 1, 'b': 2, 'c': 1}"
Option,0,"c) {'a': 1, 'b': 2, 'c': 3}"
Option,100,d) These statements cause a runtime error.
Feedback,"Because c does not appear as a key in the dictionary, the second statement causes a KeyError.",
NewQuestion,MC,
Title,,
QuestionText,"10.3. What happens when the following statements run?
d1 = {'a': 1, 'b': 2}
d2 = {d1: 3}",
Points,1,
Difficulty,1,
Option,0,a) They add d1 as a key in d3.
Option,0,b) They cause a KeyError because d1 is not in d2.
Option,0,c) They cause a ValueError because 3 cannot appear as a value in a dictionary.
Option,100,d) They cause a TypeError because a dictionary cannot appear as a key in a dictionary.
Feedback,"Dictionaries are mutable, so they are not hashable, so they cannot appear as a key in a dictionary.",
NewQuestion,MC,
Title,,
QuestionText,11.1. Which one of these expressions is NOT a tuple?,
Points,1,
Difficulty,1,
Option,0,a) tuple('abc')
Option,0,"b) 'abc',"
Option,0,"c) ('abc',)"
Option,100,d) ('abc')
Feedback,"The parentheses alone do not make a tuple, so the value of this expression is just the string 'abc'.",
NewQuestion,MC,
Title,,
QuestionText,"11.2. What is the result of these statements?
t = tuple('abc')
s = [1, 2, 3]
d = {t: s}",
Points,1,
Difficulty,1,
Option,0,a) A TypeError because a tuple can't appear as a key in a dictionary.
Option,0,b) A TypeError because a list can't appear as a value in a dictionary.
Option,0,c) A syntax error because there should be a comma before the closing brace on the third line.
Option,100,d) A dictionary with one item that maps from a tuple to a list.
Feedback,These statements create a dictionary with one item that maps from a tuple to a list.,
NewQuestion,MC,
Title,,
QuestionText,"11.3. What does this function do?
def printall(*args):
    for value in reversed(args):
        print(value)",
Points,1,
Difficulty,1,
Option,0,a) It has a syntax error because the  operator is not legal before a parameter.
Option,0,"b) It causes a TypeError because args is a tuple, which is immutable and cannot be reversed."
Option,0,c) It takes a single list or tuple and prints the values in reversed order.
Option,100,d) It takes any number of arguments and prints them in reversed order.
Feedback,"It takes any number of arguments and packs"" them into a tuple"," then loops through the tuple in reverse order and prints the elements."""
NewQuestion,MC,
Title,,
QuestionText,"11.4. What is the value of this expression?
('a', 3) < ('b', 1)",
Points,1,
Option,0,"('a', 3) < ('b', 1)"
Option,0,a) False because 3 is greater than 1.
Option,0,"b) These values can't be compared because 'a' is less than 'b', but 3 is greater than 1."
Option,0,c) A TypeError because the < operator doesn't work with tuples.
Option,100,d) True because 'a' is less than 'b'.
Feedback,"When tuples are compared, the first elements are compared first.",
NewQuestion,MC,
Title,,
QuestionText,"12.1. Assuming that t is a list of strings, what does the following line of code do?
sorted(t, key=len)",
Points,1,
Difficulty,1,
Option,0,a) Modifies t and sorts the elements in alphabetical order.
Option,0,b) Makes a new list that contains the elements in alphabetical order.
Option,0,c) Modifies t and sorts the elements from shortest to longest
Option,100,d) Makes a new list that contains the elements in order from shortest to longest.
Feedback,"sorted makes a new list, and key=len sorts the elements from shortest to longest.",
NewQuestion,MC,
Title,,
QuestionText,"12.2. What is the effect of running this program?
word_counter = {}
for line in open(filename):
    for word in split_line(line):
        word_counter[word] += 1",
Points,1,
Difficulty,1,
Option,0,a) It makes a dictionary that maps from each word to the number of times it appears.
Option,0,b) It has a syntax error because the indentation is not correct.
Option,0,c) It has a semantic error because all the keys in word_counter map to the value 1.
Option,100,d) It causes a KeyError when it tries to increment a value in word_counter.
Feedback,"Because word_counter is initially empty, the program causes a KeyError when it tries to increment a value in word_counter.",
NewQuestion,MC,
Title,,
QuestionText,"12.3. If we run the following lines of code, what is the probability that the result is 'a'?
letters = ['a', 'b', 'c']
weights = [1, 2, 3]
random.choices(letters, weights=weights)",
Points,1,
Difficulty,1,
Option,0,a) 1/3
Option,0,b) 1/4
Option,0,c) 1/5
Option,100,d) 1/6
Feedback,"The weight associated with 'a' is 1 and the total of the weights is 6, so the probability of choosing 'a' is 1/6.",
NewQuestion,MC,
Title,,
QuestionText,"13.1. If the current working directory is /home/dinsdale/photos and you open a file using the relative path mar-2023/photo1.jpg, which of these expressions computes the absolute path of the file that gets opened?",
Points,1,
Difficulty,1,
Option,0,"a) ''.join('/home/dinsdale/photos', 'mar-2023/photo1.jpg')"
Option,0,b) 'mar-2023/photo1.jpg' + '/home/dinsdale/photos'
Option,0,c) '/home/dinsdale/photos' + 'mar-2023/photo1.jpg'
Option,100,"d) os.path.join('/home/dinsdale/photos', 'mar-2023/photo1.jpg')"
Feedback,"The os.path.join function joins the two paths with either a forward or backward slash, depending on which operating system is running.",
NewQuestion,MC,
Title,,
QuestionText,"13.2. After these statements run, what is the value of s?
x = 1
t = 1,
s = f'x is an int, {x}. t is a tuple, {t}'",
Points,1,
Difficulty,1,
Option,0,a) This is an error because {x} and {t} are not valid dictionaries.
Option,0,b) This is an error because a tuple can't be used as a value in an f-string.
Option,0,"c) 'x is an int, {x}. t is a tuple, {t}'"
Option,100,"d) 'x is an int, 1. t is a tuple, (1,)'"
Feedback,"Inside the f-string, the expressions in curly braces are replaced with string representations of their values.",
NewQuestion,MC,
Title,,
QuestionText,"13.3. After these statements run, what is the value of db[key]?
db = shelve.open('anagram_map', 'n')
key = 'opst'
db[key] = []
db[key].append('stop')",
Points,1,
Difficulty,1,
Option,0,a) ['stop']
Option,0,b) 'stop'
Option,0,"c) [], 'stop'"
Option,100,d) []
Feedback,"The append method does not work as intended here because it modifies only the list in memory, not the one in the database.",
NewQuestion,MC,
Title,,
QuestionText,"14.1. To create an instance of a programmer-defined type, what is the correct order for these steps?",
Points,1,
Difficulty,1,
Option,0,"a) Assign values to attributes, define a class, instantiate an object."
Option,0,"b) Instantiate an object, define a class, assign values to attributes."
Option,0,"c) Define a class, assign values to attributes, instantiate an object."
Option,100,"d) Define a class, instantiate an object, assign values to attributes."
Feedback,"You have to define a class, instantiate an object, and assign values to attributes, in that order.",
NewQuestion,MC,
Title,,
QuestionText,"14.2. These statements are intended to define a Date class and create a Date object. What is wrong with them?
def Date:
    """"""Represents a day of the year.""""""
    
date = Date()
date.year = 2024
date.month = 'January'
date.day = 11",
Points,1,
Difficulty,1,
Option,0,a) You can't have a class named Date and a variable named date.
Option,0,b) All of the attributes have to have the same type.
Option,0,c) The syntax is not correct for adding attributes to the object.
Option,100,"d) A class definition has to start with class, not def."
Feedback,A class definition has to start with class. A function definition starts with def.,
NewQuestion,MC,
Title,,
QuestionText,"14.3. Which of these is a correct description of this function? You can assume that date is a Date object that has a day attribute.

def increment_day(date):
    date.day += 1
    return date",
Points,1,
Difficulty,1,
Option,0,a) It is a pure function that returns None.
Option,0,b) It is an impure function that returns None.
Option,0,c) It is a pure function that returns a Date object.
Option,100,d) It is an impure function that returns a Date object.
Feedback,"This function modifies an attribute of the Date object it gets as a parameter, so it is an impure function -- and it returns a reference to the same Date object.",
NewQuestion,MC,
Title,,
QuestionText,"15.1. Suppose time is a Time object, and increment is an instance method defined in the Time class. What happens when we invoke increment like this?

time.increment(42)",
Points,1,
Difficulty,1,
Option,0,"a) 42 is assigned to the first parameter of the method, and time is assigned to the second."
Option,0,b) This is an error because increment requires one arguments and two are provided.
Option,0,c) This is an error because increment requires two argument and only one is provided.
Option,100,d) time is assigned to the first parameter of the method and 42 is assigned to the second.
Feedback,"time is assigned to the first parameter of the method, which is conventionally called self, and 42 is assigned to the second.",
NewQuestion,MC,
Title,,
QuestionText,"15.2. Suppose time is a Time object, and int_to_time is a static method defined in the Time class. What happens when we invoke int_to_time like this?

start = Time.int_to_time(34800)",
Points,1,
Difficulty,1,
Option,0,a) This is an error because int_to_time requires one argument and two are provided.
Option,0,b) The Time class object is assigned to the first parameter of the method and 34800 is assigned to the second.
Option,0,c) 34800 is assigned to the first parameter of the method and the Time class object is assigned to the second.
Option,100,d) 34800 is assigned to the first parameter of int_to_time.
Feedback,"34800 is assigned to the first parameter of int_to_time. Because Time is a class, it is not passed as an argument.",
NewQuestion,MC,
Title,,
QuestionText,15.3. Which of the following statements is NOT correct?,
Points,1,
Difficulty,1,
Option,0,"a) When we instantiate an object, its __init__ method is invoked."
Option,0,"b) When we use the + operator with an object, its __add__ method is invoked."
Option,0,"c) When we print an object, its __str__ method is invoked."
Option,100,"d) When we define a new class, its __init__ method is invoked."
Feedback,Defining a new class does not invoke its __init__ method.,
NewQuestion,MC,
Title,,
QuestionText,16.1. Which of these is the term for a function or method that works with more than one type of object?,
Points,1,
Difficulty,1,
Option,0,a) pure
Option,0,b) equivalent
Option,0,c) static
Option,100,d) polymorphic
Feedback,A function that works with more than one type is polymorphic.,
NewQuestion,MC,
Title,,
QuestionText,"16.2. What is wrong with this class definition?
class Point:
    """"""Represents a point in 2-D space.""""""
    
    def __init__(self, x, y):
        x = self.x
        y = self.y",
Points,1,
Difficulty,1,
Option,0,a) __init__ is not a legal name for a method because it does not start with a letter.
Option,0,b) The triple-quoted string has to be inside a method definition.
Option,0,"c) The first parameter of the method should be called point, not self."
Option,100,"d) The assignment statements should be the other way around, as in self.x = x and self.y = y."
Feedback,"The assignment statements should be the other way around, as in self.x = x and self.y = y.",
NewQuestion,MC,
Title,,
QuestionText,"16.3. Suppose we define a Line class so that each Line object has two attributes that refer to Point objects.

class Line:
    def __init__(self, p1, p2):
        self.p1 = p1
        self.p2 = p2

If we import the copy function from the copy module and use it to make a copy of a Line object, which of these statements is true?",
Points,1,
Difficulty,1,
Option,0,a) The result is a deep copy that copies the Line object and the Point objects it contains.
Option,0,b) The result is a deep copy that copies the Line object but not the Point objects it contains.
Option,0,c) The result is a shallow copy that copies the Line object and the Point objects it contains.
Option,100,d) The result is a shallow copy that copies the Line object but not the Point objects it contains.
Feedback,"The copy function makes a shallow copy, which copies the Line object but not the Point objects it contains.",
NewQuestion,MC,
Title,,
QuestionText,17.1. Which of the following is NOT a correct statement about class variables.,
Points,1,
Difficulty,1,
Option,0,"a) They are defined inside a class definition, but not inside a method definition."
Option,0,b) They can be accessed using a class object.
Option,0,c) They can have any type.
Option,100,d) They are immutable.
Feedback,"This statement is false -- that is, class variables are mutable.",
NewQuestion,MC,
Title,,
QuestionText,"17.2. Suppose we define a Card class like this:
class Card:
    
    def __init__(self, suit, rank):
        self.suit = suit
        self.rank = rank

If this class does not provide an __eq__ method, what happens if we compare two cards using the == operator.",
Points,1,
Difficulty,1,
Option,0,a) That's an error.
Option,0,"b) By default, only the first attribute is compared."
Option,0,"c) By default, all of the attributes are compared as if they were in a tuple."
Option,100,"d) By default, the objects are equal only if they are identical."
Feedback,"If a class provides no __eq__, the == operator checks whether objects are identical.",
NewQuestion,MC,
Title,,
QuestionText,"17.3. Which of the following statements is true when one class inherits from another, like this:

class Hand(Deck):
    ""Represents a hand of playing cards.""""""""",
Points,1,
Difficulty,1,
Option,0,a) Hand is a parent class and Deck is a child class.
Option,0,b) Every function that works with Hand should also work with Deck.
Option,0,"c) Every Hand object has the same attributes as every Deck object, no more or less."
Option,100,d) Every method defined in the Deck class can also be invoked on a Hand object.
Feedback,"If Hand inherits from Deck, every method defined in the Deck class should work with a Hand object.",
NewQuestion,MC,
Title,,
QuestionText,17.4. What do we call it when one method invokes another to do most or all of the work?,
Points,1,
Difficulty,1,
Option,0,a) inheritance
Option,0,b) generalization
Option,0,c) specialization
Option,100,d) delegation
Feedback,Delegation is when one method passes responsibility to another method to do most or all of the work.,
NewQuestion,MC,
Title,,
QuestionText,"18.1. What is the result of this operation?
set('abba') <= set('abc')",
Points,1,
Difficulty,1,
Option,0,a) False because 'abba' is longer than 'abc'.
Option,0,"b) A runtime error because 'abba' contains duplicate elements, so it is not a set."
Option,0,"c) A runtime error because a string is immutable, so it cannot be transformed into a set."
Option,100,d) True because the elements of 'abba' are a subset of the elements of 'abc'.
Feedback,"With set objects, the <= operator checks whether one set is a subset of another -- including the possibility that they are equal.",
NewQuestion,MC,
Title,,
QuestionText,"18.2. What is the value of counter after these statements run?
from collections import Counter

t = (1, 1, 1, 2, 2, 3)
counter = Counter(t)",
Points,1,
Difficulty,1,
Option,0,"a) (1, 1, 1, 2, 2, 3)"
Option,0,"b) {1: 3, 2: 2, 3: 1}"
Option,0,"c) Counter(1, 1, 1, 2, 2, 3)"
Option,100,"d) Counter({1: 3, 2: 2, 3: 1})"
Feedback,The result is a Counter object that contains the elements of the list and the number of times each one appears.,
NewQuestion,MC,
Title,,
QuestionText,"18.3. Which comment about this class definition is correct?

class Game:
    """"""Represents a game with a dictionary that maps from teams to scores.""""""
    \n
    def __init__(self, scores={}):
        self.scores = score",
Points,1,
Difficulty,1,
Option,0,a) All Game objects refer to different dictionaries.
Option,0,b) All Game objects refer to the same dictionary.
Option,0,c) All Game objects created with the default value of scores refer to an empty dictionary.
Option,100,d) All Game objects created with the default value of scores refer to the same dictionary.
Feedback,"All Game objects created with the default value get a reference to the same dictionary -- so if any of them modify it, they all see the change.",
NewQuestion,MC,
Title,,
QuestionText,"18.4. What is the value of this expression?
all(number < 10 for number in [2, 4, 6, 8])",
Points,1,
Difficulty,1,
Option,0,"a) [2, 4, 6, 8], which contains all numbers in the list less than 10."
Option,0,b) An error because the list comprehension has to be in square brackets.
Option,0,c) False because there are not any numbers in the list that are not less than 10.
Option,100,d) True because all numbers in the list are less than 10.
Feedback,"The values produced by the generator expression are all True, so the result from the all function is True.",
NewQuestion,MC,
Title,,
QuestionText,"18.5. What is the value of d[key] after these statements run, or is there an error?
from collections import defaultdict

d = defaultdict(list)
key = ('into', 'the')
d[key].append('woods')",
Points,1,
Difficulty,1,
Option,0,a) An error because a tuple cannot be used as a key in a defaultdict.
Option,0,b) An error because we have to add the key to the defaultdict before we can look it up.
Option,0,c) 'woods'
Option,100,d) ['woods']
Feedback,"When the key is added to the defaultdict, the corresponding value is an empty list. After the append method is invoked, the list contains a single element, the string 'woods'.",
NewQuestion,MC,
Title,,
QuestionText,"18.6. What value is printed when this function runs?
def pack_and_print(**kwargs):
    print(kwargs)

pack_and_print(a=1, b=2)",
Points,1,
Difficulty,1,
Option,0,a) This is an error because the exponentiation operator * can't appear in a list of parameters.
Option,0,"b) [(a, 1), (b, 2)]"
Option,0,"c) {'a', 'b'}, [1, 2]"
Option,100,"d) {'a': 1, 'b': 2}"
Feedback,"The pack operator, *, packs the keyword arguments into a dictionary that maps from keyword names to values.",
NewQuestion,MC,
Title,,
QuestionText,"S.1. What is the output of this program?
s = '3'
str(s) * int(s)",
Points,1,
Difficulty,1,
Option,0,a) The integer 9
Option,0,b) The string '9'
Option,0,c) The integer 333
Option,100,d) The string '333'
Feedback,Multiplying a string by the integer 3 repeats the string three times. See Chapter 1.,
NewQuestion,MC,
Title,,
QuestionText,"S.2. For this function to work without causing an error, what are the preconditions for n?

def countdown(n):
    if n == 0:
        print('Blastoff!')
    else:
        print(n)
        countdown(n-1)",
Points,1,
Difficulty,1,
Option,0,a) n must be a float.
Option,0,b) n must be negative.
Option,0,"c) n must be strictly positive, not 0."
Option,100,d) n must be a positive integer or 0.
Feedback,"n must be non-negative -- that is, positive or 0. See Chapter 5.",
NewQuestion,MC,
Title,,
QuestionText,"S.3. What is wrong with the following program?

def compare(x, y):
    if x < y:
        return -1
    else:
        return 1    
    return 0",
Points,1,
Difficulty,1,
Option,0,a) It has a syntax error because the last line is not indented.
Option,0,b) It has a runtime error because the return value cannot be negative.
Option,0,c) It has a syntax error because it has more than one return statement.
Option,100,d) It has a logic error because the last line is dead code.
Feedback,"There is a return statement in both branches of the if statement, so the last line can never run -- it is dead code. See Chapter 6.",
NewQuestion,MC,
Title,,
QuestionText,"S.4. What is the output of this program, or is there an error?
def rectangle_area(length, width):
    return length  width

area = rectangle_area(3, 5)
print(length)",
Points,1,
Difficulty,1,
Option,0,a) because the first argument gets assigned to length.
Option,0,b) because the second argument gets assigned to length.
Option,0,c) Syntax error because there are two variables in the return statement.
Option,100,d) Runtime error because the parameter length does not exist outside the function.
Feedback,Parameters and local variables only exist inside the functions where they are defined. See Chapter 6.,
NewQuestion,MC,
Title,,
QuestionText,"S.5. What is wrong with the following program?

s = int('123')
for digit in s:
    print(digit)",
Points,1,
Difficulty,1,
Option,0,a) There is nothing wrong -- the program is correct.
Option,0,b) digit is not a legal name for a loop variable.
Option,0,"c) int is a type, not a function."
Option,100,"d) s is not a sequence, so we can't loop through its elements."
Feedback,"s is an integer, which is not a sequence, so it can't be looped over. See Chapter 7.",
NewQuestion,MC,
Title,,
QuestionText,S.6. Which of these is a correct way to convert a string to lowercase?,
Points,1,
Difficulty,1,
Option,0,a) lower(str)
Option,0,b) str = lower(str)
Option,0,c) str.lower()
Option,100,d) str = str.lower()
Feedback,"str.lower() creates a new string -- if we assign it back to str, the new string replaces the old one. See Chapter 7.",
NewQuestion,MC,
Title,,
